"fips";"county";"party";"STATE";"POPULATION";"DENSITY";"ALL RACES";"WHITE";"BLACK";"NATIVE";"ASIAN";"WHITE+LATINO"
30093;Silver Bow;Democrat;MT;34680;47.6;97.8;94.4;0.5;2.1;0.7;95.3
54109;Wyoming;Republican;WV;22598;47.6;98.9;97.9;0.7;0.2;0.1;97.9
36003;Allegany;Republican;NY;47736;47.6;98.69999999999999;95.8;1.3;0.3;1.3;96.19999999999999
31019;Buffalo;Republican;NE;48224;47.6;98.69999999999999;95.4;1.1;0.5;1.6;96.1
37005;Alleghany;Republican;NC;10879;47.5;98.60000000000001;95.4;1.9;0.5;0.8;96.5
48349;Navarro;Republican;TX;48195;47.3;98.3;81.5;14.0;1.1;0.8;83.6
42123;Warren;Republican;PA;40703;47.3;99.10000000000001;97.9;0.5;0.3;0.4;98.0
28031;Covington;Republican;MS;19442;47.3;99.1;62.6;35.9;0.2;0.3;63.300000000000004
28027;Coahoma;Democrat;MS;24807;47.3;99.2;23.5;74.9;0.1;0.7;24.1
28039;George;Republican;MS;23303;47.2;99.0;89.8;8.5;0.4;0.3;90.0
48249;Jim Wells;Democrat;TX;41353;47.2;99.29999999999998;96.5;1.0;1.1;0.6;98.4
47095;Lake;Republican;TN;7631;47.2;98.2;69.4;28.1;0.5;0.2;69.8
39125;Paulding;Republican;OH;18989;47.1;98.5;96.7;1.1;0.4;0.3;97.4
26069;Iosco;Republican;MI;25420;47.1;98.19999999999999;96.0;0.6;0.8;0.7;96.3
26143;Roscommon;Republican;MI;23955;47.1;98.6;96.7;0.6;0.7;0.6;97.0
41041;Lincoln;Democrat;OR;46406;47.0;96.3;90.1;0.7;4.0;1.3;91.8
55115;Shawano;Republican;WI;41579;47.0;97.80000000000001;88.9;0.4;8.0;0.5;89.89999999999999
40013;Bryan;Democrat;OK;44486;46.9;92.7;76.6;1.9;13.5;0.7;77.9
45061;Lee;Democrat;SC;18343;46.9;98.9;34.7;63.4;0.4;0.4;35.4
26137;Otsego;Republican;MI;24158;46.9;98.19999999999999;96.2;0.6;0.8;0.6;96.4
6089;Shasta;Republican;CA;179804;46.9;95.89999999999999;88.5;1.1;3.1;3.0;90.30000000000001
5023;Cleburne;Republican;AR;25634;46.9;98.5;97.0;0.5;0.7;0.3;97.39999999999999
13305;Wayne;Republican;GA;29949;46.9;98.19999999999999;76.2;20.7;0.6;0.6;77.3
1019;Cherokee;Republican;AL;26037;46.9;98.39999999999999;93.0;4.6;0.5;0.3;93.1
28127;Simpson;Republican;MS;27463;46.7;99.10000000000001;62.6;35.7;0.3;0.4;63.1
17005;Bond;Republican;IL;17269;46.7;98.69999999999999;90.8;6.5;0.6;0.8;91.3
13087;Decatur;Republican;GA;27220;46.6;98.9;55.7;41.6;0.8;0.7;57.2
1061;Geneva;Republican;AL;26712;46.6;98.3;87.1;9.7;1.0;0.4;87.69999999999999
18161;Union;Republican;IN;7246;46.6;98.6;97.3;0.7;0.3;0.3;97.30000000000001
24023;Garrett;Republican;MD;29679;46.5;99.3;97.5;1.1;0.2;0.5;97.6
21119;Knott;Democrat;KY;15892;46.5;99.19999999999999;98.1;0.9;0.1;0.1;98.3
29105;LaClede;Republican;MO;35439;46.5;98.1;95.8;0.9;0.8;0.5;96.0
28123;Scott;Democrat;MS;28461;46.4;98.8;59.0;38.1;0.7;0.5;61.2
19087;Henry;Republican;IA;20217;46.4;98.3;92.4;2.6;0.3;2.9;92.9
54103;Wetzel;Democrat;WV;15988;46.3;99.1;98.1;0.5;0.1;0.4;98.2
53071;Walla Walla;Republican;WA;59844;46.3;97.7;92.2;2.1;1.4;1.7;93.7
47109;McNairy;Republican;TN;26267;46.3;98.5;91.9;6.0;0.3;0.3;92.1
48407;San Jacinto;Republican;TX;27099;46.3;97.9;86.2;10.3;0.9;0.5;87.60000000000001
12003;Baker;Republican;FL;27093;46.3;98.50000000000001;83.9;13.5;0.4;0.7;84.30000000000001
21051;Clay;Republican;KY;21147;46.3;99.10000000000001;94.4;4.3;0.2;0.2;94.6
16069;Nez Perce;Republican;ID;40007;46.3;97.39999999999999;90.1;0.5;5.8;0.9;91.10000000000001
37115;Madison;Democrat;NC;21157;46.2;98.7;95.9;1.8;0.5;0.5;96.3
28141;Tishomingo;Republican;MS;19420;46.2;99.10000000000001;95.7;2.8;0.4;0.2;96.0
21001;Adair;Republican;KY;19204;46.0;98.79999999999998;95.1;3.0;0.3;0.3;95.4
8117;Summit;Democrat;CO;29404;46.0;98.6;95.4;1.0;1.1;1.0;97.0
19015;Boone;Democrat;IA;26433;46.0;98.9;96.8;1.2;0.4;0.5;97.0
15001;Hawaii;Democrat;HI;194190;45.9;70.5;34.3;0.9;0.6;22.0;42.900000000000006
13205;Mitchell;Democrat;GA;22771;45.9;99.1;49.8;48.0;0.5;0.7;50.599999999999994
48223;Hopkins;Republican;TX;35921;45.8;98.3;89.0;7.5;1.0;0.7;90.4
36043;Herkimer;Republican;NY;63744;45.7;98.69999999999999;96.6;1.2;0.3;0.6;97.0
29009;Barry;Republican;MO;35662;45.7;98.39999999999999;95.1;0.5;1.3;1.4;95.89999999999999
26101;Manistee;Democrat;MI;24420;45.6;98.0;92.0;3.3;2.2;0.4;92.4
13161;Jeff Davis;Republican;GA;14859;45.6;98.99999999999999;82.0;15.6;0.8;0.6;83.3
21091;Hancock;Democrat;KY;8753;45.6;98.99999999999999;97.1;1.3;0.3;0.3;97.30000000000001
48425;Somervell;Republican;TX;8694;45.5;97.7;94.2;1.2;1.3;1.0;96.19999999999999
21231;Wayne;Republican;KY;20486;45.4;98.89999999999999;96.3;1.8;0.3;0.4;96.7
31025;Cass;Republican;NE;25524;45.3;98.6;97.0;0.5;0.5;0.5;97.39999999999999
13043;Candler;Republican;GA;10888;45.3;98.8;73.2;24.5;0.2;0.8;74.0
13053;Chattahoochee;Democrat;GA;11837;45.3;96.39999999999999;72.2;19.3;1.3;2.8;75.0
17101;Lawrence;Republican;IL;16519;45.2;98.89999999999999;88.1;10.1;0.3;0.4;88.7
47071;Hardin;Republican;TN;25870;45.1;98.5;93.8;3.7;0.4;0.6;94.1
29001;Adair;Republican;MO;25602;45.1;98.2;93.7;1.9;0.3;2.2;94.0
17159;Richland;Republican;IL;16061;45.1;98.8;97.2;0.6;0.2;0.8;97.4
48265;Kerr;Republican;TX;50562;45.0;98.19999999999999;94.0;2.0;1.1;1.0;95.80000000000001
51011;Appomattox;Republican;VA;15279;44.9;98.2;77.6;19.9;0.3;0.4;77.8
46035;Davison;Republican;SD;19885;44.8;98.49999999999999;94.1;1.0;2.8;0.5;94.60000000000001
1047;Dallas;Democrat;AL;41711;44.8;99.2;29.0;69.5;0.2;0.5;29.5
26151;Sanilac;Republican;MI;41587;44.8;98.9;97.4;0.5;0.6;0.4;97.8
6009;Calaveras;Republican;CA;44624;44.7;96.50000000000001;91.9;1.0;1.9;1.5;93.6
41007;Clatsop;Democrat;OR;37474;44.7;97.19999999999999;93.1;0.9;1.3;1.6;94.19999999999999
17033;Crawford;Republican;IL;19393;44.7;99.0;93.1;4.9;0.4;0.6;93.5
55043;Grant;Democrat;WI;51829;44.7;99.3;96.8;1.3;0.3;0.9;96.9
22037;East Feliciana;Democrat;LA;19813;44.7;98.60000000000002;53.7;44.1;0.4;0.4;54.1
5123;Saint Francis;Democrat;AR;26899;44.5;98.5;44.5;52.7;0.7;0.6;45.5
42083;McKean;Republican;PA;42554;44.4;98.99999999999999;95.5;2.6;0.3;0.6;95.8
51083;Halifax;Republican;VA;35200;44.3;98.7;61.3;36.6;0.3;0.5;61.699999999999996
17139;Moultrie;Republican;IL;14837;44.2;99.2;98.2;0.5;0.2;0.3;98.39999999999999
42035;Clinton;Republican;PA;39745;44.2;99.09999999999998;96.5;1.8;0.1;0.6;96.60000000000001
21099;Hart;Democrat;KY;18597;44.2;98.69999999999999;93.3;4.8;0.2;0.3;93.5
8077;Mesa;Democrat;CO;148255;44.1;97.7;94.2;1.0;1.5;0.9;96.1
48015;Austin;Republican;TX;29114;44.0;98.49999999999999;87.5;9.6;0.8;0.6;89.19999999999999
13091;Dodge;Republican;GA;20976;44.0;99.10000000000001;68.0;30.0;0.4;0.5;69.0
13241;Rabun;Republican;GA;16243;44.0;98.3;95.2;1.6;0.5;0.9;96.10000000000001
19167;Sioux;Republican;IA;34681;43.9;99.19999999999999;96.6;1.0;0.5;1.1;97.7
28057;Itawamba;Republican;MS;23527;43.9;99.3;91.9;6.8;0.3;0.3;92.10000000000001
45081;Saluda;Republican;SC;20026;43.9;98.7;69.7;26.2;1.5;0.3;72.9
48097;Cooke;Republican;TX;38761;43.9;98.39999999999999;92.6;3.2;1.4;1.1;93.8
13199;Meriwether;Democrat;GA;21198;43.9;98.7;58.2;39.4;0.4;0.7;58.7
26011;Arenac;Republican;MI;15353;43.8;98.6;96.6;0.4;1.2;0.3;96.9
21225;Union;Democrat;KY;15165;43.8;98.39999999999999;84.3;13.1;0.2;0.7;84.5
19059;Dickinson;Democrat;IA;16935;43.8;99.2;97.9;0.4;0.3;0.6;98.10000000000001
5015;Carroll;Democrat;AR;27744;43.6;98.1;94.5;0.8;1.3;0.9;95.69999999999999
29091;Howell;Republican;MO;40173;43.6;98.3;96.3;0.5;0.8;0.7;96.6
5015;Carroll;Republican;AR;27744;43.6;98.1;94.5;0.8;1.3;0.9;95.69999999999999
18045;Fountain;Republican;IN;16658;43.6;98.9;97.7;0.4;0.4;0.3;98.0
12049;Hardee;Republican;FL;27469;43.5;98.6;88.5;7.6;1.2;1.2;90.6
51057;Essex;Democrat;VA;11103;43.4;97.60000000000001;57.6;37.9;0.9;1.0;58.9
51169;Scott;Republican;VA;22384;43.3;99.3;97.9;0.8;0.3;0.2;98.1
21153;Magoffin;Democrat;KY;12913;43.2;99.29999999999998;98.6;0.3;0.3;0.1;98.7
47101;Lewis;Republican;TN;11906;43.1;98.60000000000001;95.4;2.2;0.4;0.6;95.5
46135;Yankton;Democrat;SD;22684;43.1;98.4;92.8;1.9;3.0;0.7;93.39999999999999
17181;Union;Republican;IL;17447;43.1;98.5;96.3;1.1;0.7;0.4;96.89999999999999
48373;Polk;Republican;TX;46079;43.0;98.5;84.1;11.4;2.2;0.7;85.4
48053;Burnet;Republican;TX;44943;43.0;98.6;94.4;2.4;1.1;0.6;95.69999999999999
21147;McCreary;Republican;KY;17863;42.9;98.6;91.7;5.8;0.8;0.2;92.30000000000001
13005;Bacon;Republican;GA;11281;42.9;98.60000000000001;81.0;16.5;0.4;0.5;82.1
41027;Hood River;Democrat;OR;22885;42.8;97.49999999999999;94.1;0.6;1.1;1.5;95.30000000000001
17135;Montgomery;Republican;IL;29359;42.8;99.20000000000002;95.2;3.4;0.2;0.4;95.3
29119;McDonald;Republican;MO;22800;42.8;96.69999999999999;89.1;1.6;3.1;1.4;90.6
17057;Fulton;Democrat;IL;36007;42.8;99.10000000000001;94.2;3.9;0.6;0.4;94.9
13019;Berrien;Republican;GA;18700;42.7;98.69999999999999;86.6;11.1;0.4;0.6;87.4
12133;Washington;Republican;FL;24451;42.7;97.8;80.0;15.6;1.4;0.7;80.7
40095;Marshall;Democrat;OK;16182;42.7;94.0;81.2;1.8;10.6;0.4;83.0
18139;Rush;Republican;IN;16892;42.6;99.00000000000001;97.4;1.0;0.2;0.4;97.60000000000001
54041;Lewis;Republican;WV;16414;42.5;98.7;97.5;0.6;0.2;0.4;97.6
48323;Maverick;Democrat;TX;57023;42.4;99.5;96.9;0.6;1.5;0.5;98.19999999999999
48057;Calhoun;Republican;TX;21797;42.2;98.89999999999998;90.1;3.1;0.8;4.8;91.69999999999999
28133;Sunflower;Democrat;MS;27496;42.2;99.5;25.8;73.0;0.3;0.4;26.5
47083;Houston;Republican;TN;8267;42.1;98.10000000000001;94.0;3.2;0.4;0.4;94.2
47129;Morgan;Republican;TN;21660;42.1;98.50000000000001;94.2;3.7;0.4;0.2;94.4
30063;Missoula;Democrat;MT;112684;42.1;97.19999999999999;92.1;0.6;2.9;1.5;92.8
8119;Teller;Democrat;CO;23389;41.9;97.60000000000001;94.7;0.7;1.2;0.9;95.8
47005;Benton;Republican;TN;16145;41.8;98.5;94.9;2.5;0.6;0.5;95.2
6025;Imperial;Democrat;CA;179091;41.8;98.3;89.7;3.5;2.6;2.3;94.6
36089;Saint Lawrence;Democrat;NY;111400;41.8;98.6;93.8;2.5;1.0;1.2;94.4
47151;Scott;Republican;TN;21987;41.8;99.1;98.2;0.3;0.3;0.3;98.2
29131;Miller;Republican;MO;25141;41.8;98.39999999999999;96.6;0.6;0.6;0.4;96.9
17039;DeWitt;Republican;IL;16284;41.7;98.7;97.2;0.8;0.2;0.5;97.39999999999999
13025;Brantley;Republican;GA;18417;41.6;98.60000000000001;94.4;3.5;0.4;0.3;94.6
21011;Bath;Democrat;KY;12206;41.6;98.8;96.8;1.5;0.2;0.2;97.0
12059;Holmes;Republican;FL;19650;41.6;97.9;89.4;6.8;0.9;0.7;89.7
37029;Camden;Republican;NC;10331;41.5;97.8;82.2;12.6;0.5;2.5;82.69999999999999
26133;Osceola;Republican;MI;23169;41.5;98.19999999999999;96.5;0.8;0.6;0.3;96.8
51113;Madison;Republican;VA;13157;41.5;97.6;87.2;9.5;0.3;0.6;87.39999999999999
51081;Greensville;Democrat;VA;11681;41.5;98.99999999999999;38.8;59.3;0.3;0.6;39.6
54047;McDowell;Democrat;WV;20448;41.5;98.80000000000001;89.4;9.0;0.2;0.2;89.5
1093;Marion;Republican;AL;30271;41.5;98.8;93.9;4.2;0.3;0.3;94.2
13133;Greene;Republican;GA;16490;41.3;98.8;61.0;36.6;0.5;0.5;62.3
29177;Ray;Republican;MO;22949;41.3;98.4;95.9;1.4;0.6;0.4;96.2
21023;Bracken;Democrat;KY;8406;41.3;98.8;97.7;0.7;0.3;0.1;97.89999999999999
45011;Barnwell;Democrat;SC;21959;41.2;98.5;53.1;44.1;0.6;0.7;53.7
21069;Fleming;Democrat;KY;14545;41.2;99.0;97.0;1.6;0.2;0.2;97.3
37131;Northampton;Democrat;NC;20463;41.2;98.89999999999999;39.6;58.4;0.6;0.3;40.3
53009;Clallam;Republican;WA;72715;41.1;96.3;87.8;1.0;5.6;1.7;89.3
21233;Webster;Democrat;KY;13236;41.0;98.6;93.1;4.3;0.3;0.4;93.8
22077;Pointe Coupee;Democrat;LA;22406;40.9;98.8;62.5;35.6;0.3;0.4;63.1
28079;Leake;Democrat;MS;23193;40.8;98.9;50.0;41.9;6.7;0.3;51.900000000000006
47069;Hardeman;Democrat;TN;25965;40.8;98.80000000000001;56.2;41.6;0.3;0.7;56.7
13299;Ware;Republican;GA;35515;40.7;98.29999999999998;67.3;29.3;0.5;1.1;68.0
54067;Nicholas;Republican;WV;25827;40.6;99.0;97.7;0.3;0.6;0.4;97.7
21183;Ohio;Democrat;KY;23977;40.6;99.1;97.4;1.0;0.3;0.3;97.8
45009;Bamberg;Democrat;SC;15182;40.6;99.1;37.0;61.1;0.4;0.5;37.699999999999996
1053;Escambia;Republican;AL;37733;40.5;98.39999999999999;62.2;32.4;3.4;0.3;62.7
17129;Menard;Republican;IL;12570;40.4;98.8;97.0;1.2;0.3;0.3;97.2
47081;Hickman;Republican;TN;24384;40.3;98.49999999999999;92.6;5.1;0.5;0.3;92.89999999999999
40133;Seminole;Democrat;OK;25421;40.3;92.5;68.3;4.6;19.1;0.4;70.1
48049;Brown;Republican;TX;37653;40.3;98.39999999999998;93.1;3.8;0.8;0.6;94.1
46011;Brookings;Democrat;SD;33314;40.3;98.69999999999999;93.0;1.5;1.3;2.8;93.4
17011;Bureau;Republican;IL;33840;40.2;98.80000000000001;96.6;0.9;0.4;0.9;97.3
37017;Bladen;Democrat;NC;34657;40.2;98.50000000000001;60.7;34.6;2.9;0.3;62.300000000000004
16083;Twin Falls;Republican;ID;80914;40.2;98.10000000000001;94.5;0.7;1.3;1.4;96.0
21061;Edmonson;Republican;KY;12013;40.2;99.0;96.7;1.8;0.3;0.2;96.8
51063;Floyd;Republican;VA;15578;40.2;98.8;96.1;1.9;0.2;0.6;96.5
5139;Union;Democrat;AR;40227;40.1;98.49999999999999;64.4;32.6;0.6;0.8;65.1
13149;Heard;Republican;GA;11603;40.0;98.10000000000001;86.4;10.7;0.4;0.6;86.9
29157;Perry;Republican;MO;19202;40.0;98.99999999999999;97.2;0.6;0.5;0.6;97.6
29003;Andrew;Republican;MO;17379;40.0;98.6;97.0;0.8;0.3;0.5;97.3
28131;Stone;Republican;MS;17875;39.9;98.8;78.2;19.8;0.5;0.3;78.5
1133;Winston;Republican;AL;24150;39.9;98.7;96.3;1.0;0.9;0.3;96.9
6069;San Benito;Democrat;CA;58267;39.8;96.7;88.4;1.3;3.1;3.5;94.3
45017;Calhoun;Democrat;SC;14878;39.8;98.69999999999997;55.8;41.9;0.6;0.3;56.7
51036;Charles City;Democrat;VA;7023;39.7;97.3;42.1;47.5;7.2;0.4;42.800000000000004
40001;Adair;Democrat;OK;22186;39.6;89.69999999999999;44.6;0.5;44.0;0.6;48.0
26063;Huron;Republican;MI;32065;39.6;99.2;97.8;0.5;0.4;0.5;97.8
41011;Coos;Republican;OR;62475;39.5;95.80000000000001;90.9;0.6;2.9;1.2;91.9
1111;Randolph;Republican;AL;22539;39.5;98.69999999999999;77.6;20.2;0.5;0.3;77.9
46029;Codington;Republican;SD;27938;39.5;98.69999999999999;94.8;0.8;2.3;0.8;95.30000000000001
21229;Washington;Democrat;KY;11959;39.4;98.6;91.6;6.3;0.2;0.5;91.8
21087;Green;Republican;KY;11043;39.4;98.70000000000002;95.9;2.2;0.4;0.2;96.10000000000001
39067;Harrison;Republican;OH;15543;39.4;98.4;95.8;2.2;0.2;0.2;96.0
22115;Vernon;Republican;LA;52132;39.4;96.5;77.5;14.8;1.7;2.0;79.39999999999999
55121;Trempealeau;Democrat;WI;29509;39.3;99.19999999999999;97.3;0.5;0.6;0.7;98.1
19123;Mahaska;Republican;IA;22370;39.2;98.80000000000001;95.9;1.3;0.4;1.2;96.2
55137;Waushara;Republican;WI;24178;39.1;98.99999999999999;95.5;2.1;0.8;0.5;96.2
37137;Pamlico;Republican;NC;12948;39.1;98.49999999999999;77.0;20.1;0.7;0.6;77.6
21109;Jackson;Republican;KY;13289;39.1;99.3;98.7;0.3;0.2;0.1;98.8
28011;Bolivar;Democrat;MS;33768;39.0;99.5;33.8;64.7;0.2;0.7;34.5
18121;Parke;Republican;IN;17233;39.0;99.10000000000001;95.9;2.6;0.4;0.2;96.0
21143;Lyon;Democrat;KY;8430;38.9;98.7;92.5;5.7;0.2;0.3;92.6
13079;Crawford;Republican;GA;12387;38.9;98.6;76.2;21.3;0.6;0.4;76.8
48227;Howard;Republican;TX;36651;38.9;98.39999999999999;88.5;7.0;1.6;1.2;91.3
22125;West Feliciana;Democrat;LA;15406;38.8;99.19999999999999;52.9;45.9;0.1;0.3;53.300000000000004
47139;Polk;Republican;TN;16730;38.7;98.6;97.0;0.7;0.5;0.3;97.4
19101;Jefferson;Democrat;IA;17325;38.7;98.69999999999999;85.6;1.9;0.3;10.8;86.0
5071;Johnson;Republican;AR;26005;38.7;98.0;93.4;2.1;1.2;1.2;94.6
42047;Elk;Republican;PA;31194;38.6;99.4;98.3;0.5;0.2;0.4;98.39999999999999
54089;Summers;Democrat;WV;13417;38.6;98.39999999999999;92.6;5.2;0.3;0.3;93.0
26129;Ogemaw;Republican;MI;21039;38.5;98.50000000000001;96.8;0.4;0.9;0.4;97.2
5029;Conway;Democrat;AR;21083;38.5;97.8;85.0;11.4;0.8;0.6;85.5
18125;Pike;Republican;IN;12624;38.4;99.19999999999999;98.1;0.6;0.3;0.2;98.2
51141;Patrick;Republican;VA;18264;38.3;99.0;92.4;5.8;0.5;0.3;92.7
53027;Grays Harbor;Republican;WA;70818;38.3;96.30000000000001;87.7;1.4;5.4;1.5;89.6
4023;Santa Cruz;Democrat;AZ;46695;38.3;99.2;96.2;0.9;1.3;0.7;98.39999999999999
19183;Washington;Republican;IA;22070;38.2;98.7;96.9;0.9;0.3;0.5;97.3
28147;Walthall;Republican;MS;14859;38.2;98.7;54.2;43.8;0.4;0.2;54.699999999999996
21127;Lawrence;Democrat;KY;15804;38.2;99.0;98.3;0.4;0.1;0.2;98.4
13209;Montgomery;Republican;GA;8991;38.1;98.7;71.4;26.8;0.1;0.4;72.5
13093;Dooly;Democrat;GA;14188;38.1;99.1;47.6;50.5;0.2;0.7;49.5
48147;Fannin;Republican;TX;33752;38.1;97.8;89.0;7.0;1.2;0.5;89.9
17147;Piatt;Republican;IL;16431;38.1;98.89999999999999;97.6;0.6;0.2;0.5;97.8
47061;Grundy;Republican;TN;13425;38.0;98.8;97.4;0.6;0.6;0.2;97.5
13321;Worth;Republican;GA;20940;38.0;99.1;69.2;28.9;0.4;0.5;69.69999999999999
13181;Lincoln;Republican;GA;7622;38.0;99.1;66.6;31.6;0.4;0.5;66.89999999999999
48241;Jasper;Republican;TX;35552;38.0;98.69999999999999;80.6;16.6;0.7;0.7;81.19999999999999
37187;Washington;Democrat;NC;12570;38.0;98.30000000000001;48.3;48.7;0.9;0.4;50.099999999999994
48481;Wharton;Republican;TX;41168;38.0;99.09999999999998;83.6;14.1;0.7;0.6;85.5
28029;Copiah;Democrat;MS;28797;37.9;99.10000000000001;47.1;51.4;0.2;0.4;47.699999999999996
21149;McLean;Democrat;KY;9478;37.8;99.10000000000001;97.7;0.9;0.3;0.2;97.89999999999999
21129;Lee;Republican;KY;7594;37.8;99.0;95.9;2.6;0.4;0.1;96.1
45053;Jasper;Democrat;SC;27170;37.8;98.8;53.1;44.1;0.7;0.8;54.9
13159;Jasper;Republican;GA;13432;37.8;98.39999999999999;76.0;21.5;0.6;0.3;76.7
47087;Jackson;Republican;TN;11568;37.7;98.8;97.6;0.5;0.5;0.2;97.7
6023;Humboldt;Democrat;CA;134809;37.7;94.7;84.0;1.4;6.2;2.8;86.3
55083;Oconto;Republican;WI;37417;37.7;98.9;96.8;0.3;1.4;0.4;97.10000000000001
21033;Caldwell;Democrat;KY;12725;37.7;98.6;92.4;5.5;0.3;0.3;92.6
13271;Telfair;Republican;GA;16518;37.7;99.1;61.3;36.6;0.3;0.8;64.1
17085;JoDaviess;Republican;IL;22254;37.7;99.0;97.7;0.6;0.2;0.5;97.89999999999999
45049;Hampton;Democrat;SC;20405;37.7;98.8;43.9;53.9;0.4;0.6;45.1
29135;Moniteau;Republican;MO;15856;37.6;98.8;93.8;4.1;0.4;0.4;94.0
28101;Newton;Republican;MS;21832;37.6;99.00000000000001;63.4;30.3;4.9;0.4;63.900000000000006
55123;Vernon;Democrat;WI;30362;37.6;98.90000000000002;97.9;0.4;0.2;0.4;98.1
16053;Jerome;Republican;ID;22818;37.5;98.5;94.8;0.6;2.4;0.5;97.4
48489;Willacy;Democrat;TX;21903;37.5;99.6;95.3;2.7;0.7;0.8;97.10000000000001
17155;Putnam;Democrat;IL;5814;37.5;99.1;97.6;0.9;0.3;0.3;97.8
54027;Hampshire;Republican;WV;23483;37.4;98.89999999999999;97.0;1.3;0.2;0.3;97.2
48159;Franklin;Republican;TX;10600;37.3;98.3;91.9;4.5;1.1;0.8;93.0
17105;Livingston;Republican;IL;37903;37.3;98.7;92.2;5.5;0.3;0.7;92.7
51163;Rockbridge;Republican;VA;22327;37.3;98.39999999999999;94.5;2.7;0.6;0.6;94.69999999999999
13253;Seminole;Republican;GA;8686;37.1;98.6;64.6;33.0;0.2;0.8;65.2
26103;Marquette;Democrat;MI;67676;37.1;97.9;93.7;1.7;1.9;0.6;94.0
22083;Richland;Democrat;LA;20740;37.1;99.00000000000001;62.7;35.6;0.4;0.3;63.1
29155;Pemiscot;Republican;MO;17650;37.1;98.7;71.0;26.7;0.5;0.4;71.5
42117;Tioga;Republican;PA;42274;37.0;98.9;97.2;0.9;0.3;0.5;97.39999999999999
29007;Audrain;Republican;MO;25887;36.9;98.2;90.2;6.9;0.5;0.5;90.5
48013;Atascosa;Republican;TX;47774;36.8;98.89999999999999;95.6;1.4;1.2;0.6;97.7
1007;Bibb;Republican;AL;22506;36.8;99.10000000000001;76.3;22.1;0.4;0.2;76.6
13193;Macon;Democrat;GA;13792;36.8;99.2;37.2;59.8;0.4;1.6;38.1
45029;Colleton;Democrat;SC;37771;36.8;98.39999999999999;58.9;38.3;0.8;0.4;59.6
39121;Noble;Republican;OH;14363;36.8;99.2;95.7;2.8;0.4;0.3;95.8
45089;Williamsburg;Democrat;SC;32695;36.8;99.0;33.1;65.1;0.4;0.4;33.8
19019;Buchanan;Democrat;IA;21038;36.7;98.9;97.8;0.5;0.2;0.4;98.0
26031;Cheboygan;Republican;MI;25675;36.6;97.2;93.2;0.6;3.0;0.4;93.60000000000001
19027;Carroll;Democrat;IA;20562;36.6;99.1;97.5;0.8;0.3;0.5;97.8
17087;Johnson;Republican;IL;12601;36.6;99.0;89.9;8.5;0.3;0.3;90.5
48217;Hill;Republican;TX;34848;36.6;98.5;90.1;6.9;0.9;0.5;91.6
1039;Covington;Republican;AL;37914;36.6;98.39999999999999;84.3;13.0;0.6;0.5;84.69999999999999
21181;Nicholas;Democrat;KY;7041;36.6;99.4;98.2;0.7;0.2;0.3;98.19999999999999
21175;Morgan;Democrat;KY;13303;36.5;99.2;94.2;4.3;0.3;0.4;94.3
51005;Alleghany;Republican;VA;15820;36.5;98.5;92.9;4.8;0.2;0.5;93.2
12075;Levy;Republican;FL;39613;36.5;98.2;87.2;9.5;0.7;0.7;88.1
19011;Benton;Democrat;IA;25680;36.4;99.0;97.9;0.6;0.2;0.3;98.0
48273;Kleberg;Democrat;TX;32190;36.4;98.60000000000001;90.8;4.4;0.8;2.4;93.30000000000001
29207;Stoddard;Republican;MO;29867;36.4;99.0;97.0;1.2;0.5;0.3;97.3
29186;Ste. Genevieve;Republican;MO;17914;36.4;98.9;96.2;0.9;0.3;0.3;96.3
46103;Pennington;Republican;SD;108242;36.4;96.39999999999999;83.5;1.6;10.0;1.2;85.30000000000001
17017;Cass;Republican;IL;13156;36.3;98.79999999999998;93.5;3.8;0.8;0.6;95.4
26061;Houghton;Democrat;MI;36495;36.3;98.50000000000001;93.7;0.9;0.7;3.2;93.9
8047;Gilpin;Democrat;CO;5851;36.3;97.89999999999999;93.1;1.8;1.2;1.5;93.80000000000001
39115;Morgan;Republican;OH;14843;36.2;96.69999999999999;93.1;3.0;0.5;0.1;93.3
48025;Bee;Republican;TX;32863;36.2;98.79999999999998;88.6;8.6;0.8;0.7;90.5
13183;Long;Republican;GA;17113;36.1;96.4;68.3;25.6;0.8;1.2;70.9
48189;Hale;Republican;TX;34720;36.1;98.8;90.5;5.9;1.7;0.6;93.4
13001;Appling;Republican;GA;18540;36.0;99.0;77.8;19.7;0.5;0.8;79.1
40081;Lincoln;Republican;OK;34619;36.0;94.8;85.6;1.9;7.0;0.3;86.3
47049;Fentress;Republican;TN;17855;36.0;99.0;98.0;0.4;0.3;0.3;98.2
21045;Casey;Republican;KY;15891;35.9;99.1;97.6;0.7;0.4;0.3;98.0
54095;Tyler;Republican;WV;9098;35.9;99.4;98.7;0.3;0.2;0.2;98.8
19105;Jones;Democrat;IA;20454;35.9;99.39999999999999;96.2;2.3;0.3;0.6;96.3
37073;Gates;Democrat;NC;11567;35.8;97.8;63.7;33.2;0.6;0.2;64.3
51007;Amelia;Republican;VA;12855;35.7;98.49999999999997;74.8;21.9;0.6;1.1;75.8
5103;Ouachita;Democrat;AR;24828;35.6;98.3;57.0;40.3;0.4;0.5;57.6
35043;Sandoval;Democrat;NM;137608;35.5;97.3;79.2;2.6;13.7;1.6;82.69999999999999
18111;Newton;Republican;IN;14156;35.5;98.9;97.4;0.7;0.4;0.3;98.10000000000001
