"fips";"county";"party";"STATE";"POPULATION";"DENSITY";"ALL RACES";"WHITE";"BLACK";"NATIVE";"ASIAN";"WHITE+LATINO"
13257;Stephens;Republican;GA;25480;146.1;97.8;85.1;11.3;0.4;0.9;85.7
37049;Craven;Republican;NC;104510;146.0;97.3;72.2;21.7;0.6;2.6;73.39999999999999
18085;Kosciusko;Republican;IN;78564;145.6;98.89999999999999;96.1;1.1;0.4;1.2;96.6
39007;Ashtabula;Republican;OH;99175;144.6;98.0;93.4;3.8;0.3;0.5;93.89999999999999
29187;St. Francois;Republican;MO;65960;144.6;98.9;93.5;4.5;0.4;0.4;93.7
48441;Taylor;Republican;TX;135143;143.6;97.39999999999999;86.6;7.8;1.0;1.9;88.80000000000001
17113;McLean;Republican;IL;174061;143.3;97.7;84.4;7.7;0.3;5.3;85.1
37003;Alexander;Republican;NC;37392;143.1;98.60000000000001;91.2;5.9;0.4;1.1;91.7
29037;Cass;Republican;MO;100889;142.8;98.0;92.4;4.0;0.7;0.8;93.0
42119;Union;Republican;PA;44874;142.2;98.8;88.9;7.7;0.5;1.6;90.3
5051;Garland;Republican;AR;97322;141.7;97.8;87.7;8.5;0.7;0.8;88.2
51089;Henry;Republican;VA;52081;141.6;98.19999999999999;75.3;22.0;0.3;0.6;75.9
37155;Robeson;Democrat;NC;134760;141.3;97.5;32.2;24.7;39.7;0.8;34.7
55039;Fond du Lac;Republican;WI;101759;141.2;98.69999999999999;95.2;1.6;0.6;1.3;95.7
21049;Clark;Democrat;KY;35758;141.1;98.6;92.8;5.1;0.2;0.5;93.1
45021;Cherokee;Republican;SC;56024;140.9;98.5;76.5;20.7;0.5;0.7;77.3
24041;Talbot;Republican;MD;37643;140.7;98.5;83.3;13.2;0.3;1.5;84.39999999999999
39063;Hancock;Republican;OH;75337;140.7;98.3;94.4;1.8;0.3;1.8;95.0
42093;Montour;Republican;PA;18641;140.3;98.89999999999999;94.4;1.6;0.1;2.8;94.80000000000001
45057;Lancaster;Republican;SC;83160;139.6;98.7;74.6;22.7;0.4;0.9;75.2
42037;Columbia;Republican;PA;67122;139.3;99.0;95.5;2.1;0.2;1.2;96.0
22015;Bossier;Republican;LA;125064;139.3;97.80000000000001;73.4;21.7;0.7;1.8;74.30000000000001
47147;Robertson;Republican;TN;68079;139.2;98.6;89.5;7.8;0.5;0.7;90.3
1077;Lauderdale;Republican;AL;93096;138.8;98.60000000000001;86.7;10.4;0.5;0.9;87.10000000000001
42027;Centre;Democrat;PA;158742;138.7;98.39999999999999;88.7;3.8;0.2;5.6;89.30000000000001
41071;Yamhill;Republican;OR;101758;138.6;97.1;92.0;1.1;2.0;1.8;93.60000000000001
37171;Surry;Republican;NC;72968;138.4;98.89999999999999;93.4;4.1;0.6;0.7;94.39999999999999
55071;Manitowoc;Republican;WI;80160;138.3;98.89999999999999;94.6;0.8;0.7;2.8;95.1
39087;Lawrence;Republican;OH;61623;137.7;98.50000000000001;95.7;2.2;0.2;0.4;95.9
29043;Christian;Republican;MO;82101;137.6;98.29999999999998;96.1;0.8;0.7;0.6;96.5
26087;Lapeer;Republican;MI;88153;137.4;98.60000000000001;96.4;1.2;0.5;0.5;96.8
51003;Albemarle;Democrat;VA;104489;137.3;97.60000000000001;82.3;9.9;0.4;4.9;83.2
5031;Craighead;Republican;AR;102518;136.4;98.49999999999999;82.2;14.5;0.6;1.1;82.7
21125;Laurel;Republican;KY;60015;135.6;98.79999999999998;97.1;0.8;0.3;0.6;97.4
26005;Allegan;Republican;MI;113847;135.0;98.2;95.2;1.4;0.8;0.8;95.89999999999999
51149;Prince George;Democrat;VA;37333;134.7;97.0;61.8;32.2;0.8;1.8;63.9
6007;Butte;Republican;CA;224241;134.4;95.79999999999998;86.6;1.8;2.5;4.6;89.0
21173;Montgomery;Democrat;KY;27474;134.3;98.80000000000001;95.2;3.0;0.2;0.4;95.69999999999999
18011;Boone;Republican;IN;61915;133.9;98.5;94.4;1.5;0.3;2.3;94.69999999999999
13233;Polk;Republican;GA;41133;133.6;98.3;83.6;13.0;0.7;0.8;85.1
47167;Tipton;Republican;TN;61623;133.3;98.2;78.1;18.7;0.5;0.7;78.6
26091;Lenawee;Republican;MI;99047;133.3;97.99999999999999;94.1;2.8;0.6;0.5;94.9
48375;Potter;Republican;TX;121627;133.3;97.89999999999998;81.1;10.6;1.3;4.8;83.69999999999999
15009;Maui;Democrat;HI;163019;133.3;76.8;35.9;0.9;0.6;28.7;42.3
28089;Madison;Republican;MS;101688;133.2;99.30000000000001;58.1;38.3;0.4;2.4;58.699999999999996
26037;Clinton;Democrat;MI;77297;133.1;98.2;94.2;1.9;0.5;1.5;94.60000000000001
26155;Shiawassee;Democrat;MI;68933;133.1;98.69999999999999;96.8;0.7;0.6;0.5;97.2
48381;Randall;Republican;TX;128220;132.4;98.4;92.5;3.2;0.9;1.7;93.8
48257;Kaufman;Republican;TX;111236;132.4;98.2;85.4;10.7;1.0;1.0;86.9
1115;St. Clair;Republican;AL;86697;132.3;98.7;87.9;9.5;0.4;0.8;88.2
39013;Belmont;Republican;OH;69461;132.3;98.60000000000001;93.8;4.2;0.2;0.4;93.9
6047;Merced;Democrat;CA;266353;132.2;97.2;82.0;4.2;2.5;8.1;87.0
21239;Woodford;Democrat;KY;25563;132.1;98.60000000000001;92.3;5.2;0.2;0.7;92.89999999999999
47119;Maury;Republican;TN;85515;132.0;98.1;84.7;12.0;0.5;0.8;85.3
51099;King George;Republican;VA;25371;131.3;96.69999999999999;77.3;17.3;0.6;1.4;78.30000000000001
37031;Carteret;Republican;NC;68811;131.3;97.8;89.7;6.2;0.6;1.2;90.5
29031;Cape Girardeau;Republican;MO;78043;130.8;98.00000000000001;88.4;7.7;0.4;1.5;88.8
39145;Scioto;Republican;OH;77258;130.3;98.2;94.6;2.7;0.5;0.4;94.8
54081;Raleigh;Republican;WV;78241;130.3;98.2;88.7;8.2;0.3;1.0;89.1
40145;Wagoner;Republican;OK;75702;130.1;92.8;76.9;3.9;10.3;1.6;78.0
48181;Grayson;Republican;TX;123534;129.6;97.6;88.3;6.2;1.8;1.2;89.39999999999999
39119;Muskingum;Republican;OH;85818;129.5;97.2;92.6;4.0;0.2;0.4;92.8
13179;Liberty;Democrat;GA;65198;129.5;95.7;51.1;40.8;0.8;2.4;54.300000000000004
48367;Parker;Republican;TX;123164;129.4;98.5;95.1;1.7;0.9;0.7;95.80000000000001
47021;Cheatham;Republican;TN;39764;129.3;98.60000000000001;95.7;1.9;0.4;0.5;96.0
40017;Canadian;Republican;OK;129582;128.9;95.8;84.5;2.9;5.0;3.3;85.7
39009;Athens;Democrat;OH;64713;128.6;97.70000000000002;91.2;2.7;0.4;3.4;91.6
40131;Rogers;Republican;OK;89815;128.6;91.8;75.9;1.3;13.2;1.3;76.9
24035;Queen Anne's;Republican;MD;48804;128.5;98.2;89.8;6.9;0.4;1.1;90.30000000000001
36075;Oswego;Republican;NY;120913;128.3;98.6;96.3;1.1;0.5;0.7;96.7
13035;Butts;Republican;GA;23368;128.3;98.7;70.2;27.7;0.3;0.5;70.69999999999999
1051;Elmore;Republican;AL;80977;128.2;98.4;76.0;21.2;0.4;0.7;76.4
22045;Iberia;Democrat;LA;73913;127.6;98.6;62.6;32.2;0.6;3.1;63.4
36013;Chautauqua;Republican;NY;132053;127.2;98.00000000000001;93.9;2.7;0.7;0.7;95.0
18143;Scott;Republican;IN;23712;127.0;99.1;97.7;0.4;0.3;0.6;98.1
37019;Brunswick;Republican;NC;118836;126.8;98.30000000000001;85.4;11.2;0.9;0.7;86.2
13227;Pickens;Republican;GA;29997;126.8;98.8;95.8;1.7;0.5;0.8;96.19999999999999
41003;Benton;Democrat;OR;86316;126.6;96.5;88.2;1.1;0.9;6.0;89.1
37125;Moore;Republican;NC;93077;126.5;98.2;82.8;13.0;1.0;1.2;83.6
6053;Monterey;Democrat;CA;431344;126.5;96.3;82.6;3.5;2.7;6.9;88.6
18065;Henry;Republican;IN;48995;126.2;98.70000000000002;95.4;2.7;0.2;0.4;95.5
39005;Ashland;Republican;OH;53035;125.6;98.89999999999999;97.1;0.9;0.2;0.6;97.2
26159;Van Buren;Democrat;MI;75199;125.5;97.5;91.6;4.2;1.2;0.5;92.8
36057;Montgomery;Republican;NY;49779;124.6;98.0;93.9;2.7;0.5;0.8;95.8
22121;West Baton Rouge;Democrat;LA;25085;123.6;98.8;59.6;38.5;0.2;0.5;60.0
37069;Franklin;Democrat;NC;62860;123.3;98.19999999999999;69.8;26.8;0.9;0.6;71.5
51047;Culpeper;Republican;VA;49166;123.1;97.0;78.9;15.8;0.7;1.5;80.60000000000001
47031;Coffee;Republican;TN;53623;123.1;98.1;92.7;3.8;0.4;1.1;93.2
26073;Isabella;Democrat;MI;70616;122.8;97.30000000000001;88.9;2.7;3.8;1.9;89.9
40147;Washington;Republican;OK;51937;122.7;93.5;78.5;2.7;10.6;1.7;79.7
26149;St. Joseph;Republican;MI;60946;122.4;97.89999999999999;93.7;2.8;0.6;0.8;94.3
45031;Darlington;Democrat;SC;67799;122.4;98.80000000000001;56.7;41.2;0.4;0.5;57.3
36037;Genesee;Republican;NY;59162;121.9;98.2;93.1;3.2;1.2;0.7;93.9
48221;Hood;Republican;TX;53921;121.7;98.69999999999999;96.2;0.8;1.0;0.6;96.9
47107;McMinn;Republican;TN;52626;121.5;98.1;92.7;4.1;0.5;0.8;93.2
39077;Huron;Republican;OH;58714;121.3;98.50000000000001;96.4;1.4;0.3;0.4;96.89999999999999
39149;Shelby;Republican;OH;48951;121.2;98.1;94.6;2.2;0.2;1.0;94.89999999999999
39159;Union;Republican;OH;53776;121.1;98.50000000000001;92.4;2.7;0.2;3.2;92.6
42109;Snyder;Republican;PA;40323;120.8;99.2;97.0;1.2;0.2;0.7;97.4
37093;Hoke;Democrat;NC;51611;120.2;96.1;50.4;34.3;9.5;1.5;53.7
37161;Rutherford;Republican;NC;66600;120.2;98.3;87.3;9.9;0.4;0.6;87.89999999999999
17063;Grundy;Republican;IL;50425;119.8;98.7;96.0;1.5;0.4;0.8;96.7
45073;Oconee;Republican;SC;75192;118.6;98.39999999999999;89.5;7.8;0.3;0.8;90.0
28087;Lowndes;Democrat;MS;59730;118.3;98.9;53.9;44.0;0.2;0.7;54.4
51079;Greene;Republican;VA;19031;117.8;97.5;88.6;6.9;0.3;1.7;89.2
19193;Woodbury;Democrat;IA;102271;117.1;97.2;88.9;2.8;2.6;2.7;90.9
55109;St. Croix;Republican;WI;86759;116.8;98.60000000000001;96.4;0.7;0.5;1.0;96.7
47073;Hawkins;Republican;TN;56735;116.7;98.8;96.5;1.5;0.3;0.5;96.7
18033;DeKalb;Republican;IN;42383;116.4;98.89999999999999;97.5;0.5;0.3;0.6;97.8
40031;Comanche;Democrat;OK;125033;116.1;93.9;66.4;17.8;6.3;2.7;69.8
39083;Knox;Republican;OH;61167;115.9;98.7;96.8;1.0;0.2;0.7;96.9
36011;Cayuga;Republican;NY;78823;115.7;98.2;92.7;4.3;0.4;0.7;93.5
18113;Noble;Republican;IN;47618;115.7;99.0;97.3;0.8;0.4;0.5;97.8
8069;Larimer;Democrat;CO;324122;115.4;97.6;93.2;1.1;1.0;2.2;94.6
13213;Murray;Republican;GA;39410;115.0;98.80000000000001;95.8;1.4;0.9;0.5;97.3
37197;Yadkin;Republican;NC;37792;114.7;98.89999999999999;94.3;3.5;0.6;0.3;95.4
1003;Baldwin;Republican;AL;200111;114.6;98.39999999999999;87.1;9.6;0.7;0.9;87.6
39011;Auglaize;Republican;OH;45841;114.5;98.9;97.7;0.5;0.2;0.5;97.9
6115;Yuba;Republican;CA;73966;114.2;94.2;79.4;4.0;3.0;7.3;83.8
28075;Lauderdale;Republican;MS;79739;114.1;98.89999999999998;54.8;42.9;0.3;0.8;55.400000000000006
42087;Mifflin;Republican;PA;46552;113.6;98.89999999999999;97.5;0.8;0.1;0.5;97.7
37165;Scotland;Democrat;NC;35576;113.4;97.8;46.4;39.2;11.4;0.8;47.5
39141;Ross;Republican;OH;77159;113.3;97.69999999999999;90.8;6.1;0.3;0.5;91.0
12089;Nassau;Republican;FL;76619;113.0;98.5;90.4;6.5;0.5;1.0;91.0
40119;Payne;Democrat;OK;80264;113.0;94.7;80.9;3.9;5.3;4.5;81.8
18041;Fayette;Republican;IN;23468;112.9;99.0;96.9;1.6;0.2;0.3;96.9
13311;White;Republican;GA;27970;112.8;98.5;94.9;2.4;0.6;0.6;95.2
37077;Granville;Democrat;NC;58500;112.7;98.4;64.7;32.1;0.8;0.7;66.1
19049;Dallas;Republican;IA;77400;112.4;98.6;92.7;1.8;0.4;3.6;93.3
36053;Madison;Republican;NY;72369;112.2;98.60000000000001;95.0;2.0;0.7;0.9;95.4
36035;Fulton;Republican;NY;54105;112.1;98.5;95.6;2.0;0.2;0.7;96.1
28073;Lamar;Republican;MS;60099;112.0;98.69999999999999;76.4;20.6;0.3;1.3;76.9
26067;Ionia;Democrat;MI;64294;111.9;98.5;92.5;4.9;0.6;0.5;93.0
37065;Edgecombe;Democrat;NC;54933;111.9;99.00000000000001;40.1;57.7;0.7;0.3;41.2
51093;Isle of Wight;Republican;VA;36007;111.8;98.0;72.7;23.9;0.4;1.0;73.3
1121;Talladega;Republican;AL;81322;111.7;98.50000000000001;65.2;32.5;0.4;0.4;65.7
16055;Kootenai;Republican;ID;147326;111.3;97.60000000000002;94.7;0.4;1.4;0.9;95.39999999999999
39129;Pickaway;Republican;OH;56876;111.1;98.5;94.1;3.7;0.3;0.4;94.3
21211;Shelby;Democrat;KY;44875;110.8;98.0;88.6;7.7;0.5;1.0;89.7
18151;Steuben;Republican;IN;34308;110.7;99.0;97.2;0.9;0.3;0.6;97.5
47059;Greene;Republican;TN;68335;110.6;98.8;95.7;2.2;0.3;0.5;96.0
6031;Kings;Republican;CA;150269;110.1;96.3;81.3;7.3;3.0;4.4;86.9
29071;Franklin;Republican;MO;102084;110.0;98.80000000000001;96.9;1.0;0.4;0.5;97.0
24047;Worcester;Republican;MD;51675;109.9;98.20000000000002;82.7;13.7;0.4;1.4;83.3
36073;Orleans;Republican;NY;41984;109.6;98.0;90.0;6.7;0.8;0.5;91.10000000000001
1043;Cullman;Republican;AL;81289;109.4;98.7;96.2;1.4;0.6;0.5;96.5
13103;Effingham;Republican;GA;55423;109.4;98.10000000000001;82.7;14.0;0.4;0.9;83.3
39033;Crawford;Republican;OH;42480;109.0;98.8;97.1;1.0;0.2;0.5;97.4
51155;Pulaski;Republican;VA;34322;109.0;98.5;92.4;5.3;0.2;0.6;92.6
36099;Seneca;Republican;NY;34884;108.9;98.60000000000001;92.0;5.4;0.4;0.8;92.6
51031;Campbell;Republican;VA;54885;108.8;98.1;82.3;14.5;0.3;1.0;82.60000000000001
48005;Angelina;Republican;TX;87750;108.8;98.89999999999999;81.2;15.7;0.8;1.1;82.7
13147;Hart;Republican;GA;25377;108.5;98.4;78.4;18.8;0.2;1.0;79.0
54051;Marshall;Republican;WV;32416;108.4;98.9;97.6;0.7;0.2;0.4;97.7
15007;Kauai;Democrat;HI;70475;108.2;75.4;33.7;0.7;0.6;31.3;40.900000000000006
18145;Shelby;Republican;IN;44579;108.1;98.9;96.4;1.2;0.3;0.8;96.9
51145;Powhatan;Republican;VA;28449;107.8;98.69999999999999;85.2;12.6;0.3;0.6;85.5
42063;Indiana;Republican;PA;87706;107.5;99.00000000000001;94.7;2.9;0.2;1.2;95.10000000000001
31079;Hall;Republican;NE;61492;107.3;98.5;92.4;2.7;1.6;1.3;95.30000000000001
21089;Greenup;Democrat;KY;36308;107.2;98.89999999999999;97.1;1.0;0.3;0.5;97.3
26015;Barry;Republican;MI;59281;107.0;98.6;97.1;0.5;0.5;0.5;97.39999999999999
26027;Cass;Republican;MI;51608;106.7;97.0;89.6;5.4;1.2;0.8;90.2
4019;Pima;Democrat;AZ;1004516;106.7;97.19999999999999;85.5;4.1;4.3;3.1;89.4
37087;Haywood;Democrat;NC;59471;106.6;98.8;96.5;1.2;0.6;0.5;96.9
18099;Marshall;Republican;IN;47107;106.1;98.9;96.9;0.9;0.3;0.7;97.60000000000001
21005;Anderson;Democrat;KY;21888;106.1;98.69999999999999;95.6;2.2;0.2;0.6;95.7
17029;Coles;Republican;IL;53320;106.0;98.39999999999999;93.0;4.1;0.3;1.0;93.39999999999999
6017;El Dorado;Republican;CA;183087;106.0;96.3;89.8;1.0;1.3;4.0;91.4
13187;Lumpkin;Republican;GA;31176;105.9;98.10000000000001;94.7;1.9;0.7;0.7;95.4
21101;Henderson;Democrat;KY;46467;105.9;98.10000000000001;89.4;7.9;0.3;0.5;89.8
13085;Dawson;Republican;GA;22957;105.9;98.50000000000001;96.4;0.9;0.4;0.7;97.0
37169;Stokes;Republican;NC;46419;105.6;99.00000000000001;93.9;4.2;0.5;0.4;94.30000000000001
42005;Armstrong;Republican;PA;67785;105.5;99.2;97.9;0.9;0.1;0.3;98.0
39051;Fulton;Republican;OH;42580;105.3;98.80000000000001;97.3;0.7;0.4;0.4;98.0
42103;Pike;Republican;PA;56191;105.3;98.3;90.3;6.3;0.5;1.2;91.8
48037;Bowie;Republican;TX;93275;104.6;97.89999999999999;71.0;24.7;1.0;1.1;72.1
51115;Mathews;Republican;VA;8836;104.5;98.0;87.7;9.2;0.3;0.7;87.89999999999999
13031;Bulloch;Republican;GA;72087;104.4;98.3;67.0;29.1;0.4;1.7;67.9
5033;Crawford;Republican;AR;61697;104.4;97.29999999999998;91.5;1.6;2.5;1.6;92.3
21157;Marshall;Democrat;KY;30953;104.4;99.10000000000001;98.1;0.4;0.2;0.4;98.2
21179;Nelson;Democrat;KY;44812;104.0;98.49999999999999;92.3;5.3;0.2;0.6;92.69999999999999
28105;Oktibbeha;Democrat;MS;49414;104.0;98.9;58.2;37.2;0.2;3.2;58.5
24011;Caroline;Republican;MD;32538;103.5;98.0;81.5;14.3;0.8;1.0;83.4
36051;Livingston;Republican;NY;64586;103.5;98.50000000000001;93.7;3.0;0.4;1.4;94.30000000000001
6029;Kern;Republican;CA;874589;103.3;96.89999999999999;82.7;6.3;2.6;5.0;87.7
21047;Christian;Democrat;KY;74250;103.1;96.8;73.0;21.1;0.7;1.6;74.39999999999999
6057;Nevada;Democrat;CA;98893;103.1;97.0;93.6;0.6;1.2;1.4;94.8
17077;Jackson;Democrat;IL;59677;103.1;97.10000000000001;77.7;14.9;0.5;3.9;78.7
53005;Benton;Republican;WA;186486;103.0;97.1;91.0;1.6;1.3;3.0;92.69999999999999
39147;Seneca;Republican;OH;55669;103.0;98.19999999999999;94.6;2.6;0.3;0.7;95.2
39027;Clinton;Republican;OH;41835;102.9;98.1;94.9;2.3;0.3;0.5;95.1
51195;Wise;Republican;VA;39935;102.8;99.00000000000001;93.0;5.4;0.2;0.4;93.2
18093;Lawrence;Republican;IN;45704;102.7;98.8;97.3;0.5;0.4;0.6;97.5
48231;Hunt;Republican;TX;88493;102.5;98.10000000000001;87.0;8.4;1.1;1.4;88.30000000000001
12107;Putnam;Republican;FL;72143;102.2;98.3;80.3;16.6;0.6;0.7;81.3
37111;McDowell;Republican;NC;44965;102.1;98.6;92.8;4.1;0.7;0.9;93.9
13143;Haralson;Republican;GA;28641;102.0;98.5;92.3;5.1;0.4;0.7;92.5
41053;Polk;Republican;OR;77916;101.8;96.5;90.9;0.8;2.5;2.0;92.5
6071;San Bernardino;Democrat;CA;2112619;101.5;96.6;77.3;9.5;2.0;7.3;82.30000000000001
18001;Adams;Republican;IN;34791;101.4;99.2;98.2;0.4;0.3;0.3;98.5
47043;Dickson;Republican;TN;50575;101.4;98.39999999999999;92.8;4.4;0.5;0.6;93.19999999999999
55027;Dodge;Republican;WI;88574;101.4;99.19999999999999;94.9;3.1;0.5;0.6;95.19999999999999
47143;Rhea;Republican;TN;32641;100.9;98.39999999999999;95.0;2.2;0.6;0.5;95.5
51061;Fauquier;Republican;VA;68248;100.7;97.6;87.3;8.2;0.5;1.5;88.2
37145;Person;Democrat;NC;39132;100.6;98.60000000000001;69.9;27.3;0.9;0.5;70.60000000000001
17099;LaSalle;Republican;IL;111241;100.4;98.7;95.2;2.3;0.3;0.9;95.80000000000001
21071;Floyd;Democrat;KY;38108;100.3;99.2;97.9;1.0;0.1;0.2;98.0
39075;Holmes;Republican;OH;43898;100.3;99.39999999999999;98.7;0.5;0.1;0.1;98.80000000000001
39091;Logan;Republican;OH;45507;100.0;97.89999999999999;95.1;1.8;0.3;0.7;95.30000000000001
22079;Rapides;Democrat;LA;132488;99.9;98.30000000000001;63.9;32.0;0.9;1.5;64.4
13171;Lamar;Republican;GA;18207;99.8;98.2;65.7;31.7;0.3;0.5;66.3
39135;Preble;Republican;OH;41586;99.7;98.89999999999999;97.3;0.6;0.3;0.7;97.3
13195;Madison;Republican;GA;28312;99.6;98.70000000000002;87.7;9.4;0.4;1.2;88.3
36021;Columbia;Democrat;NY;62122;99.4;97.99999999999999;90.6;5.2;0.3;1.8;91.6
18183;Whitley;Republican;IN;33403;99.2;98.80000000000001;97.4;0.5;0.4;0.4;97.7
22061;Lincoln;Democrat;LA;47617;99.1;98.8;55.0;41.6;0.4;1.7;55.7
36023;Cortland;Democrat;NY;49024;98.9;98.1;94.8;1.9;0.3;1.1;95.3
28113;Pike;Democrat;MS;40058;98.8;99.1;45.7;52.5;0.3;0.6;46.199999999999996
18103;Miami;Republican;IN;35954;98.7;98.10000000000001;92.0;4.8;0.9;0.4;92.3
36107;Tioga;Republican;NY;49870;98.6;98.7;96.8;0.9;0.2;0.7;97.2
37153;Richmond;Democrat;NC;45733;98.4;97.99999999999999;62.4;31.4;3.1;1.0;64.0
48469;Victoria;Republican;TX;91081;98.4;98.70000000000002;89.4;6.9;0.9;1.4;91.5
22101;St. Mary;Democrat;LA;53162;98.4;98.10000000000001;61.7;32.6;1.9;1.8;62.9
47171;Unicoi;Republican;TN;17963;98.4;99.0;98.0;0.5;0.3;0.2;98.2
51137;Orange;Republican;VA;35026;98.2;97.39999999999999;82.6;13.2;0.4;1.1;83.3
18037;Dubois;Republican;IN;42345;98.0;99.3;97.9;0.5;0.3;0.5;98.5
19155;Pottawattamie;Democrat;IA;93128;98.0;98.39999999999999;95.2;1.6;0.7;0.8;95.9
18087;LaGrange;Republican;IN;38436;97.8;99.4;98.2;0.5;0.3;0.4;98.4
54091;Taylor;Republican;WV;17069;97.8;98.89999999999999;97.1;1.1;0.3;0.4;97.2
51191;Washington;Republican;VA;54729;97.8;99.3;97.0;1.5;0.2;0.6;97.0
39167;Washington;Republican;OH;61213;97.8;98.4;96.2;1.2;0.3;0.7;96.39999999999999
19139;Muscatine;Democrat;IA;42903;97.7;98.49999999999999;94.6;2.2;0.6;1.1;95.7
28067;Jones;Republican;MS;68290;97.5;99.1;68.7;29.3;0.6;0.5;69.39999999999999
12055;Highlands;Republican;FL;98236;97.2;98.39999999999998;85.6;10.6;0.6;1.5;87.1
12007;Bradford;Republican;FL;26702;97.0;98.30000000000001;78.2;19.1;0.4;0.5;78.7
18069;Huntington;Republican;IN;36706;97.0;98.89999999999999;97.2;0.6;0.5;0.6;97.5
19057;Des Moines;Democrat;IA;40255;96.9;97.60000000000001;90.4;5.9;0.3;0.9;90.9
17055;Franklin;Republican;IL;39411;96.8;98.70000000000002;97.4;0.5;0.4;0.4;97.69999999999999
49005;Cache;Republican;UT;118343;96.7;98.1;93.2;0.8;1.0;2.6;94.7
21035;Calloway;Democrat;KY;38282;96.6;98.49999999999999;91.7;4.1;0.3;2.3;92.0
21199;Pulaski;Republican;KY;63825;95.8;98.8;96.7;1.3;0.3;0.5;97.0
13083;Dade;Republican;GA;16389;95.6;98.69999999999999;95.6;1.4;0.5;1.1;96.0
21081;Grant;Democrat;KY;24875;95.6;98.8;96.8;1.0;0.3;0.5;97.0
53073;Whatcom;Republican;WA;208351;95.5;96.3;87.3;1.2;3.2;4.3;88.80000000000001
29169;Pulaski;Republican;MO;53436;95.5;95.3;77.8;12.8;1.0;3.0;80.10000000000001
22087;St. Bernard;Democrat;LA;44409;95.1;97.69999999999999;72.1;22.3;0.8;2.4;73.6
47003;Bedford;Republican;TN;46627;95.1;98.2;87.2;8.3;1.2;1.3;89.3
39039;Defiance;Republican;OH;38510;94.9;98.50000000000001;95.5;2.2;0.4;0.4;96.3
18017;Cass;Republican;IN;38438;94.5;98.60000000000001;93.7;2.0;1.0;1.7;95.6
42081;Lycoming;Republican;PA;116508;94.5;98.1;92.5;4.7;0.2;0.6;92.9
22001;Acadia;Democrat;LA;62486;94.3;98.6;79.6;18.3;0.3;0.4;80.0
55141;Wood;Republican;WI;73608;94.2;99.00000000000001;95.4;0.7;0.9;2.0;95.8
21163;Meade;Democrat;KY;29139;93.6;97.60000000000001;91.8;3.9;0.7;1.0;92.6
39021;Champaign;Republican;OH;39128;93.5;98.0;94.8;2.3;0.4;0.5;95.0
48409;San Patricio;Republican;TX;66915;93.5;98.5;94.2;2.2;0.9;1.1;96.2
29201;Scott;Republican;MO;38903;93.3;98.2;85.7;11.7;0.3;0.5;86.10000000000001
39097;Madison;Republican;OH;43918;93.2;98.3;90.4;6.6;0.3;1.0;90.7
45059;Laurens;Republican;SC;66533;93.2;98.7;71.8;26.0;0.4;0.4;72.7
37037;Chatham;Democrat;NC;68698;93.1;98.39999999999999;82.2;13.1;1.2;1.8;84.2
29145;Newton;Republican;MO;58598;93.0;96.9;91.0;1.0;2.4;1.6;91.8
28045;Hancock;Republican;MS;45949;92.7;97.99999999999999;87.8;8.4;0.6;1.1;88.3
28003;Alcorn;Republican;MS;37380;92.6;98.9;85.7;12.5;0.3;0.4;86.0
47177;Warren;Republican;TN;39969;92.1;98.5;93.7;3.6;0.4;0.7;94.7
21217;Taylor;Democrat;KY;25257;92.0;98.3;92.0;5.2;0.2;0.8;92.2
37193;Wilkes;Republican;NC;68838;91.9;98.8;93.3;4.5;0.4;0.5;94.0
48007;Aransas;Republican;TX;24972;91.9;98.19999999999999;92.8;2.0;1.2;2.1;94.60000000000001
1001;Autauga;Republican;AL;55395;91.8;98.3;77.9;18.7;0.5;1.1;78.3
1033;Colbert;Democrat;AL;54543;91.8;98.29999999999998;80.8;16.3;0.6;0.5;81.39999999999999
6107;Tulare;Republican;CA;458198;91.7;97.5;88.3;2.2;2.8;4.0;93.2
36045;Jefferson;Republican;NY;119103;91.6;97.2;87.9;6.6;0.7;1.7;89.5
1049;DeKalb;Republican;AL;71065;91.5;97.7;92.4;2.1;2.1;0.4;94.8
39015;Brown;Republican;OH;44116;91.5;98.8;97.3;1.0;0.2;0.3;97.39999999999999
22093;St. James;Democrat;LA;21638;91.5;99.2;49.6;49.1;0.2;0.3;49.900000000000006
21215;Spencer;Democrat;KY;17668;91.4;98.9;96.2;1.8;0.4;0.4;96.39999999999999
51019;Bedford;Republican;VA;76583;91.2;98.5;90.0;7.0;0.3;1.2;90.3
17183;Vermilion;Republican;IL;79728;90.9;97.8;83.1;13.5;0.4;0.8;84.0
22109;Terrebonne;Republican;LA;113328;90.8;97.6;71.7;19.0;5.7;1.1;72.5
53055;San Juan;Republican;WA;16015;90.7;97.6;94.5;0.6;0.9;1.5;95.30000000000001
22097;St. Landry;Democrat;LA;83709;90.3;98.80000000000001;56.6;41.3;0.4;0.5;57.0
22057;Lafourche;Republican;LA;98020;90.2;98.2;80.6;13.7;2.9;0.9;81.3
18077;Jefferson;Republican;IN;32494;89.9;98.69999999999999;95.6;2.0;0.3;0.8;95.9
51165;Rockingham;Republican;VA;78171;89.9;98.49999999999999;95.1;2.1;0.6;0.7;96.1
37053;Currituck;Republican;NC;24976;89.9;97.99999999999999;90.4;6.1;0.6;0.8;91.10000000000001
48213;Henderson;Republican;TX;79290;89.9;98.39999999999999;90.1;6.7;0.8;0.7;91.1
